en,nl,en-nl,nl-en
must,beschermen,0.0262723894,0
must,helpen,0.0131134284,0
must,passeren,0,0.0115909489
must,leren,0,0.0499632278
independent,zelfstandig,0.076561436,0.2258107293
independent,kandidaat,0.0221917206,0
independent,indie,0,0.0227556889
independent,onafhankelijk,0.2775074658,0.7775264415
independent,kop,0.1109586029,0
independent,verschuiven,0.0277396507,0
independent,individueel,0,0.0136554368
mandatory,onschuldig,0.1249589359,0
mandatory,onbetaald,0,0.026665568
mandatory,vaccinatie,0,0.02101015
mandatory,vrijblijvend,0,0.0333331967
technique,ontwijken,0.0106546597,0.012184055
technique,nog,0.0127055566,0
technique,vuist,0.0125054691,0
technique,techniek,0.3942428164,0.5227998372
technique,vechtsport,0,0.0832986322
technique,aanleren,0,0.0389902505
vivid,levendig,0.2347528969,0.1512586178
vivid,maagdelijk,0,0.0334919896
vivid,helder,0.044349624,0
vivid,exact,0,0.0260247628
vivid,zozo,0.0151722398,0.0834062774
vivid,noch,0.1667279097,0
vivid,kleurrijk,0,0.0143192436
vivid,attentie,0.1667279097,0
sneaker,klote,0,0.0185384427
sneaker,sneakers,0.2989292479,0.7542512481
sneaker,zowat,0.0416452003,0
sneaker,gymp,0.0104113001,1
sneaker,schoen,0.0166580801,0
sneaker,sportschoen,0.0166580801,0.3334444815
journal,blad,0.0488411089,0
journal,agenda,0.0105088452,0
journal,tijdschrift,0.0128108327,0.06745151
journal,dagboek,0.222637391,0.1818764372
journal,journaal,0.0145622569,0.072570139
journal,opgave,0.0500421198,0.0625136224
journal,gigantisch,0.0149125517,0
journal,dagblad,0,0.4444814937
journal,terug,0.010008424,0
journal,krant,0.0404340328,0
journal,tenzij,0,0.0588289715
nunnery,acrobaat,0.0166638894,0.0236047209
nunnery,klooster,0.5752374604,0.0281375474
boggling,onvoorstelbaar,0.5,0
jumping,springen,0.2170407721,0.145419499
jumping,storm,0.0824437843,0
jumping,taak,0.0208612814,0
jumping,hollen,0,0.0153306693
jumping,aanwakkeren,0,0.0242075031
jumping,jumping,0.0309581417,0.9069999998
jumping,wachten,0.0399702152,0
jumping,pappa,0.0208612814,0
jumping,alleman,0,0.0843539368
jumping,dan,0.025867989,0
jumping,bestelen,0.0408046665,0
jumping,sprong,0.0106809761,0.0140029814
opening,openen,0.0118519454,0.0388450649
opening,opendoen,0,0.0188640135
opening,openmaken,0,0.0139983563
opening,restaurant,0,0.0769250531
opening,hameren,0,0.0249911186
opening,opengaan,0,0.010003434
opening,tevoorschijn,0.0454095956,0.0212024858
opening,opening,0.1316463634,0.5041460754
opening,software,0.0227047978,0
opening,luik,0.0149851666,0
opening,opdrinken,0,0.0100001792
opening,flink,0,0.1998300113
opening,vacature,0,0.0660556504
opening,om,0.0156209009,0
opening,de,0.0454095956,0
opening,dood,0.0454095956,0
opening,muil,0,0.0514730196
opening,intro,0,0.0300100033
opening,premiere,0,0.3148227636
opening,bewaren,0.0221144731,0.0457421272
opening,open,0.0418676472,0
opening,expositie,0.0113978952,0.104636499
opening,dagen,0.0227047978,0
opening,beslag,0,0.0379904173
festive,feest,0.021734274,0
festive,feestelijk,0.4943922788,0.6164201893
festive,commissaris,0.0107422274,0
festive,ophalen,0.0109920466,0
festive,gezellig,0.0202353586,0
tuition,jaar,0.1111620992,0
tuition,intuitie,0,0.0347488455
tuition,onderwijs,0.0185640706,0
tuition,huur,0.0181194222,0
tuition,bijverdienen,0,0.0247656098
tuition,scholing,0,0.0333906336
tuition,opleiding,0.0301249289,0
faux,spook,0.0304902567,0.0908845822
faux,onecht,0.0264915345,0.0177766649
faux,conservatief,0.0304902567,0.040006527
faux,afwerking,0.0299904164,0.0288086253
faux,light,0.016494729,0
faux,blunder,0.4998402741,0.1301469124
faux,namaak,0.0284908956,0
alp,wegvegen,0.1247218289,0.038973154
alp,alp,0.0778574142,0.9999888501
alp,faculteit,0.0209952578,0
oppose,tegenstelling,0.0238509371,0.2203064789
oppose,wildvreemd,0,1
oppose,denkbeeld,0,0.0492376885
oppose,inzamelen,0,0.012805122
oppose,vreselijk,0.0237795271,0
oppose,tegenwerken,0,0.0219896688
oppose,verzet,0.066054242,0
oppose,verleiding,0,0.012501095
oppose,tegengesteld,0.0237795271,0.1249999378
oppose,vredesmacht,0,0.0603131347
oppose,verslaan,0.0714099913,0
oppose,tegenover,0.0100688088,0
oppose,plaats,0.0119254685,0
oppose,tegen,0.2073032048,0
oppose,hetzij,0,0.0309964044
oppose,verzetten,0.1633860601,0.0486494487
oppose,tegenpartij,0,0.1682470129
oppose,tegenstander,0.0119968785,0.0231307097
fire,vuur,0.1459404447,0.6422190124
fire,ontvlammen,0,0.1989772778
fire,overvloedig,0,0.0236656588
fire,teamgenoot,0,0.0359712224
fire,verbranden,0,0.0589952926
fire,oppeppen,0,0.100020004
fire,salvo,0,0.0105851229
fire,gooien,0,0.0860788322
fire,ijs,0,0.0588524895
fire,opbergen,0,0.1249766656
fire,wegsturen,0,0.016598544
fire,kampvuur,0,0.0791735128
fire,branden,0.0197091066,0.0518255744
fire,stichten,0,0.1011546108
fire,bons,0,0.0144995134
fire,bangelijk,0,0.3331112588
fire,verbranding,0,0.0312624583
fire,haard,0,0.1505699883
fire,vurig,0,0.1757697274
fire,pang,0.0120886249,0.0104269284
fire,uitbrander,0,0.0476308651
fire,pit,0,0.0204366413
fire,nooduitgang,0,0.0198001855
fire,silo,0,0.2000097445
fire,schieten,0.0297057484,0.1170217596
fire,overnemen,0.0120886249,0
fire,stoken,0,0.0465386209
fire,perfectionist,0,0.0624999927
fire,orde,0.0120886249,0
fire,hond,0,0.0355257225
fire,doven,0,0.0132778973
fire,geweerschot,0,0.0181927229
fire,vlam,0,0.0763856999
fire,buskruit,0,0.1666005996
fire,haardvuur,0,0.2667496832
fire,opstoken,0,0.033598145
fire,steken,0,0.0146370625
fire,wraak,0.0115446368,0
fire,conciërge,0,0.0312587572
fire,haast,0,0.0166585121
fire,vallen,0.0126809676,0
fire,brand,0.080611448,0.544801089
fire,kruiwagen,0,0.0227374997
fire,vat,0,0.0341115662
fire,struikelen,0,0.0493710519
fire,oei,0,0.1668266502
fire,roestig,0,0.0101061142
fire,ontzag,0,0.0737279992
fire,aanmaken,0,0.0858032817
fire,jut,0,0.0735367683
fire,aanwakkeren,0,0.064219905
fire,jullie,0.0120765363,0
fire,brandweer,0,0.0927146609
fire,uitademen,0,0.0398173855
fire,openhaard,0,0.1249800855
fire,zolder,0.0114962823,0
fire,ontsteken,0,0.0106633808
fire,miezerig,0,0.022347758
fire,ontslaan,0.01485692,0.4880073394
fire,piepen,0,0.0358700395
fire,blussen,0,0.1348577026
fire,fik,0,0.2716293945
fire,afschieten,0,0.0522158492
fire,bukken,0.0120886249,0
fire,ontslag,0,0.1721573776
fire,torpedo,0,0.169530489
fire,aansteken,0,0.061120903
fire,dat,0.0132853987,0
fire,komen,0.0120886249,0
fire,vuurpeleton,0,0.35
fire,motiveren,0,0.022780946
fire,brandhout,0,0.0130028041
fire,heid,0,0.1453842642
fire,teken,0.0120886249,0
parkway,snelweg,0.0755472275,0.015872859
parkway,parkeerplaats,0.0669785438,0
parkway,afrijden,0,0.0697612
wrist,kwetsbaar,0,0.0391689654
wrist,uitwendig,0,0.096499984
wrist,uitbrander,0,0.1665414865
wrist,doorsnijden,0.0159383459,0.0262829774
wrist,bedekken,0.0666876397,0.063346178
wrist,polsband,0,0.0932499786
wrist,pols,0.3701164002,0.3914354339
wrist,berisping,0,0.0123992775
wrist,vermaning,0,0.4999397573
wrist,ellepijp,0.0666876397,0.1901619667
wrist,gewricht,0,0.0459770115
guardian,aanstellen,0,0.0139969532
guardian,helper,0,0.0192493708
guardian,beschermer,0,0.160960118
guardian,voogd,0.0783670614,0.8642267246
guardian,fanatiek,0.0142826255,0
guardian,bewaker,0.0904843885,0.0193458231
guardian,zijn,0.0416403076,0.0153298792
guardian,bewaarder,0,0.251938306
guardian,veld,0.0156151154,0.0277388849
guardian,opzichter,0.0416403076,0.1250012376
guardian,wachter,0,0.020301381
guardian,legende,0.0227772483,0.0929203647
guardian,schildwacht,0,0.062484343
peanut,pindakaas,0.0319125577,0.2839216445
peanut,pindanoot,0,0.5000000001
peanut,komeet,0.0246578988,0.0438304611
peanut,pinda,0.1772067753,0.8309324284
peanut,klem,0,0.0103810982
peanut,confituur,0,0.052999546
peanut,zoute,0,0.0169826946
peanut,kost,0.0165553033,0
peanut,habbekrats,0,0.0833055638
peanut,pindas,0.2562023708,0.7387770783
peanut,sinds,0.0500160219,0
chairperson,u,0.1666620612,0
chairperson,vroeg,0.1666620612,0
chairperson,voorzitter,0.2263270792,0
popcorn,tweet,0.0163644786,0.1249677059
popcorn,willen,0.0357303027,0
popcorn,popcorn,0.7775665703,0.814205833
popcorn,cartoon,0.0714606054,0.0664026929
popcorn,ongepast,0,0.0106878665
popcorn,microgolfoven,0,0.3333307334
add,zogezegd,0,0.0714470263
add,toevoegen,0.0693920465,0.5977054473
add,toe,0.0295028343,0
add,optellen,0,0.4205674024
add,moordenaar,0.0172531195,0.01982248
add,inzameling,0,0.0233100131
add,marx,0,0.0501999997
add,uitrekenen,0,0.0357300885
add,slijten,0,0.1000634338
add,schik,0,0.0277566148
add,raadplegen,0,0.027005546
add,zo,0.0114905776,0
add,verlengen,0,0.0105976164
add,zeggen,0.0302351395,0
add,waarde,0.034506239,0.0769130539
add,voegen,0.0393034447,0.2529299079
add,hyperactief,0,0.0557311914
add,onlogisch,0,0.0157687669
add,voeg,0.0178742318,0.3004382511
add,aan,0.0172531195,0
add,toevoeging,0,0.0148355274
add,rekenen,0.0121116899,0
add,bovendien,0,0.0159127735
add,adhd,0,0.066612814
add,dimensie,0.034506239,0
add,bewaren,0.034506239,0
luster,luster,0.1249686855,0.25
luster,schoonheid,0.0852286435,0
luster,glans,0.3376653881,0.0187108595
blackhead,boogschutter,0.1666666469,0.0416723825
blackhead,neus,0.3333332938,0
half,bloemkool,0.0357027541,0.0555184541
half,de,0.019886434,0
half,pikant,0,0.015736246
half,15,0,0.0104300173
half,halfbroer,0,0.068735277
half,nemen,0.0186368376,0
half,half,0.1979940357,0.497328957
half,helft,0.1966154026,0.5613275736
half,doorknippen,0,0.0914999921
half,instorten,0,0.0308700351
half,halveren,0,0.600703573
half,opbrengst,0,0.1000226026
half,component,0,0.0156761315
half,wederhelft,0,0.5228146324
half,kraai,0,0.0315129645
half,halfzus,0,0.0477568454
half,gedeelte,0,0.0126962288
half,halfvol,0,0.0739855598
half,versnijden,0,0.023789751
half,mijl,0,0.0113729506
half,snijden,0,0.0172156076
half,halve,0.024751327,0.277159212
half,halfweg,0,0.1036321105
half,dubbel,0,0.0102272831
half,salaris,0.0357027541,0.1428452481
half,gelijkspel,0,0.0101688923
half,concept,0.0158163201,0.0148378004
half,65,0,0.0140881969
half,doormidden,0.0259132017,0.3850897801
diverse,diverse,0.0114034595,0
diverse,divers,0.1000436308,0.5000782363
diverse,verschillend,0.0448135954,0
diverse,afkomst,0.066620211,0
diverse,verscheiden,0.066620211,0.3333331589
diverse,erkenning,0.0104031561,0
activate,waterval,0.0625169869,0
activate,piramide,0.0308208746,0
activate,activeren,0.2300000555,0.5063315793
hair,kapper,0,0.0825294907
hair,snoes,0,0.0357451077
hair,kapster,0.0271050703,0.1027670094
hair,houdgreep,0,0.3332631559
hair,hoofddoek,0,0.199807049
hair,kort,0.0121458848,0
hair,scalp,0,0.0118
hair,coupe,0,0.0191588674
hair,borsthaar,0.0136564397,0.4347699931
hair,beetpakken,0,0.1999999921
hair,kammen,0,0.052668899
hair,krulhaar,0,0.199999668
hair,lichtbruin,0,0.0125
hair,grijs,0.0270509684,0
hair,afsnijden,0,0.0197132358
hair,kletsnat,0.0270509684,0.0101977137
hair,vizier,0,0.0198674372
hair,wonder,0.0271321213,0.0697619574
hair,kroeshaar,0,0.5
hair,klieven,0,0.2499999906
hair,glad,0.0135254842,0
hair,haaruitval,0,0.0869999807
hair,haardos,0,0.8250874563
hair,ik,0.0270509684,0
hair,haar,0.3518422458,0.1067271141
hair,kaal,0,0.02432573
hair,leuk,0.0283764658,0
hair,haardroger,0,0.0424970598
hair,haarkleur,0,0.2598745027
hair,haarlok,0,0.2951473591
hair,schaamhaar,0,0.0310005221
hair,knippen,0,0.0490882529
hair,afknippen,0,0.5492
hair,anders,0,0.0143699634
hair,binden,0,0.1209193611
hair,tellen,0.0270509684,0.0999757065
hair,kapsel,0,0.2972260761
hair,borstelen,0,0.124966821
hair,vlechten,0,0.1016203172
hair,blond,0,0.0158724203
hair,gemak,0,0.0417094861
hair,steil,0.0141393806,0.0356423781
hair,haarspeld,0,0.0222555639
hair,neushaar,0,0.1545192511
hair,dochter,0.0122811397,0
hair,lok,0,0.0874754615
molehill,niets,0.1389856002,0
molehill,opperhoofd,0.0247117254,0
molehill,molshoop,0.2966835473,0.6241875567
molehill,mug,0.1904299845,0
molehill,overdreven,0.0295683651,0
molehill,olifant,0.1724931421,0
flake,dom,0,0.0526553981
flake,schakel,0.0116672119,0.020436226
flake,flauw,0.0200009347,0
flake,schilfer,0,0.6666405784
flake,vlok,0.0145244883,1
flake,willen,0.0158102627,0
flake,bevlieging,0,0.0182059152
flake,slappeling,0.0150959436,0.0322321902
flake,omdat,0,0.0344837097
flake,onbezonnen,0,0.0138376799
flake,buskruit,0.0476212731,0
flake,laks,0.0238106365,0.0333969641
mate,buffer,0,0.0598119543
mate,allicht,0,0.0103441815
mate,makker,0,0.0434084731
mate,leegmaken,0,0.050998417
mate,farao,0,0.0300037687
mate,gezel,0,0.1090362102
mate,schaakmat,0,0.0308383926
mate,brik,0,0.1999999972
mate,hierboven,0,0.0141605203
mate,opstellen,0,0.0183287227
mate,partner,0.0131023456,0.0103231089
mate,sier,0,0.0825116509
mate,toepassing,0.033679932,0
mate,maat,0.1387101599,0.098823526
mate,mate,0,0.1696239748
mate,vriend,0.1466761053,0
mate,primaat,0,0.0547636891
mate,daar,0.0338146517,0
mate,t-shirt,0.033679932,0
mate,aanhang,0,0.0119995414
mate,mat,0,0.0130141733
mate,gabber,0,0.1058121553
gloom,verdrijven,0.0139965283,0
gloom,duister,0.0309923126,0
gloom,donker,0.0155961315,0
gloom,regenboog,0.049987601,0
gloom,melancholie,0.0321920151,0.0832708176
gloom,somber,0.0975757972,0.0286649278
gloom,doemdenken,0.0821796161,0.4999978086
gloom,luguber,0.0155961315,0.0499750117
gloom,glamour,0.0155961315,0.0182089285
gloom,neerslachtigheid,0.0155961315,0.1110740494
gloom,schep,0.0127968259,0
gloom,triest,0.049987601,0
blower,glasblazer,0.020433967,1
blower,afknapper,0.0178618593,0
blower,blazer,0.1190314302,0.0755921687
blower,steil,0.0714474371,0.0126580376
blower,kachel,0.020433967,0
blower,poep,0.0475839931,0
blower,terug,0.0178618593,0
blower,klokkenluider,0.1633288412,0.2110733555
wasp,wespennest,0.0625015023,0.0227437938
wasp,wesp,0.122128038,0.7272499761
wasp,stekelig,0,0.05
casual,speels,0,0.01925
casual,vaag,0.110932392,0.1431745742
casual,ongedwongen,0.0183038447,0.2603687061
casual,sjiek,0.0161961292,0.2222341661
casual,aanpappen,0,0.249874616
casual,vluchtig,0.0381607428,0.0430064812
casual,gewoon,0.0293970839,0
casual,vrijblijvend,0.0194131686,0.5413311139
casual,relaxt,0,0.0499832216
casual,blokkeren,0,0.0120009744
casual,alledaags,0.019302246,0.2893146194
casual,juist,0.0181929123,0
casual,casual,0.0584613706,0.9707546888
casual,oppervlakkig,0.0218536812,0
casual,ongebonden,0.1120417159,0.0335162612
casual,nonchalant,0.0325031908,0.4729922209
casual,luchtig,0,0.0422599842
casual,informeel,0.0158633321,0.1103864944
casual,vreemdgaan,0,0.0178666706
absolut,wodka,0.2499991547,0
seventeen,18,0.0357681776,0
seventeen,tut,0,0.0346199542
seventeen,zeventien,0.5349488641,0.5628987871
seventeen,ruïneren,0.0238931426,0
seventeen,klasse,0,0.0713368774
seventeen,wel,0.011875035,0
studious,serieus,0.0275068767,0
studious,leergierig,0.0277569392,0.1103009049
ecstasy,raken,0.0416412158,0
ecstasy,extase,0.123675949,0.2192701853
ecstasy,slikken,0,0.0111303116
ecstasy,aanbidding,0,0.0151714121
ecstasy,triomfantelijk,0,0.0359910022
ecstasy,genot,0.0103790418,0.0204586738
ecstasy,xtc,0.2020786929,0.838388419
ecstasy,zwart-wit,0.0416412158,0.0109970587
ecstasy,verrukking,0,0.0233922478
loathsome,walgelijk,0.0416524825,0
loathsome,vuile,0.0176606526,0
loathsome,verachtelijk,0.1109622133,0
loathsome,afschuwelijk,0.0209928512,0
loathsome,waardeloos,0.1109622133,0
loathsome,hatelijk,0.1316218446,0.0381133732
whine,los,0.0341474266,0
whine,hond,0.0170737133,0
whine,geluid,0.0341474266,0
whine,ziek,0.0341474266,0
whine,muil,0,0.0104944991
whine,zaniken,0,0.0505295422
whine,jongen,0.0169029762,0
whine,mopperen,0,0.0277569392
whine,piepen,0,0.0358700395
whine,strak,0.0134540861,0
whine,filteren,0,0.013333305
whine,zeuren,0.0871100854,0.2498589609
whine,zwaar,0.0113710931,0
whine,mekkeren,0,0.3589276072
whine,gesteldheid,0,0.0312536712
whine,dan,0.0143077718,0
whine,jammeren,0.0223665645,0.2858996107
whine,gezeur,0.0627288227,0.1332888003
whine,janker,0,0.1666666667
whine,gul,0.0143077718,0
whine,zeiken,0,0.0172142058
whine,vooruit,0.0113369456,0
whine,treuren,0,0.0214036542
whine,amusement,0,0.0555105173
whine,keer,0.0281374796,0
whine,janken,0.0162541752,0.0336453455
whine,geklaag,0.0413866811,0.0866849724
whine,ja,0.0170737133,0
tumor,schildklier,0,0.0153987954
tumor,tumor,0.4174337535,0.8602452869
tumor,zwelling,0,0.0166388055
tumor,oprollen,0,0.0144997044
tumor,warmen,0,0.0781667698
madame,plannen,0.0243073294,0
madame,mededelen,0,0.0125028891
madame,madame,0.3448539867,0.8035796305
madame,madam,0,0.0630012723
madame,verwelkomen,0.050015081,0.1428540949
madame,mevrouw,0.2011606559,0
madame,frankrijk,0.050015081,0
madame,inkt,0,0.0170108668
madame,drinken,0.050015081,0
madame,leopold,0,0.1249943294
madame,traan,0,0.0666237666
stewart,schoonmaakster,0,0.0357798643
stewart,steward,0.0630123797,0.0549894946
stewart,verkennen,0.0966724108,0
sled,motor,0.0624960757,0
sled,slee,0.3451658259,0.2700868632
sled,shuttle,0.0209361853,0.0238635316
sled,diarree,0.0124992151,0
sled,oud,0.0313105728,0
sled,slede,0.0232485401,0.1672081978
sled,zit,0.0104368446,0
sled,moeizaam,0.0312480378,0.0357600095
miss,missen,0.0612936133,0.7069368736
miss,vandaar,0,0.0185545118
miss,bewerken,0,0.0555006691
miss,je,0.014839755,0
miss,verdwijning,0,0.0105700121
miss,gemis,0,0.0833153234
miss,godver,0,0.0171837066
miss,miss,0.0784805814,0.6832361503
miss,mislukken,0,0.0133314673
miss,missing,0.0172562175,0.5249855446
miss,mankement,0,0.0666410932
miss,catalogus,0,0.066416308
miss,rijden,0.0134839642,0.0384895253
miss,theekop,0,0.1664983433
miss,ontbreken,0.0154298992,0.7102653534
miss,jongedame,0,0.0271091498
miss,pardon,0.0148249924,0
miss,mejuffrouw,0,0.6343628844
miss,spoorloos,0,0.0889108737
miss,onderdeel,0,0.0335058736
miss,meisje,0.0116566937,0.0133063358
miss,mevrouw,0.0390978704,0.0844240887
miss,stang,0,0.0555169865
miss,juf,0,0.4210552534
miss,ms,0,0.0275586955
miss,pikzwart,0,0.1089636623
miss,woord,0,0.0250123769
miss,juffrouw,0.037002901,0.4490713569
miss,inhalen,0,0.0112919687
miss,mis,0.0201126047,0.0903892835
miss,nooit,0.0150313096,0
miss,pel,0,0.1649999972
miss,muziekdoos,0,0.0100019997
miss,vermist,0.1040447144,0.7246722224
miss,periode,0,0.0107505068
miss,hip,0,0.0416861931
miss,misser,0.0154291919,0.363581664
miss,foetsie,0,0.0479680212
careful,oppassen,0,0.1357412594
careful,zuinig,0,0.0160231911
careful,dar,0,0.0357238081
careful,bedachtzaam,0,0.0256415261
careful,besmettelijk,0,0.0411692512
careful,zijn,0.017559253,0
careful,beker,0.0180865578,0.0238214495
careful,opletten,0,0.0380390722
careful,hoede,0,0.0109968921
careful,het,0,0.0124145994
careful,onvoorzichtig,0,0.0110043749
careful,voorzichtig,0.4908614491,0.4023752811
careful,straks,0.0516204598,0
careful,nauwkeurig,0.0132701549,0.058498104
careful,berm,0,0.0354830401
careful,zorgvuldig,0,0.1241825814
careful,medicus,0,0.0269864465
careful,op,0.027106706,0
careful,pas,0.1469598739,0.0643751414
careful,gemakkelijk,0,0.0125431704
careful,uitkijken,0,0.0856019543
careful,nok,0,0.0396320757
careful,oppas,0,0.0300668101
careful,waakzaam,0,0.0226632652
careful,onbezonnen,0,0.1667190346
spiral,teloorgang,0,0.0779171883
spiral,spiraal,0.2283561581,0.660526425
spiral,lossen,0.0136157846,0
spiral,door,0.011448374,0
spiral,afzakken,0,0.0676616059
spiral,depressief,0.0571862951,0
spiral,het,0.0102257321,0
spiral,lopen,0.0100590082,0
spiral,knoop,0.0555746308,0
spiral,gooien,0.0106147545,0
spiral,terecht,0.0113372247,0
spiral,zichzelf,0.0111705008,0
teepee,tipi,0.4583333333,0.491
teepee,wigwam,0.25,0.243081027
mud,blubber,0,0.0699766744
mud,drek,0,0.0499902055
mud,slijk,0.0306763115,0.1332899772
mud,modder,0.4113793399,0.7347489753
mud,slib,0,0.0666666666
mud,klei,0,0.0273334954
mud,onderhemd,0,0.1664619616
mud,tijd,0.0153381557,0
floyd,grazen,0.0610050216,0
floyd,een,0.040503334,0
floyd,ongeveer,0.0378781179,0
participation,les,0.0107161074,0
participation,weddenschap,0.1428814319,0
participation,medewerking,0.0327198479,0
participation,versterken,0.0120020403,0
participation,debat,0.071440716,0.0118672153
participation,samenwerking,0.0120020403,0
participation,afhankelijkheid,0,0.0142464039
participation,president,0.0120020403,0
participation,beginnen,0.0120020403,0
bedroom,slaapkamer,0.4860268646,0.6537354913
bedroom,garage,0,0.018195889
bedroom,vlak,0,0.0277366902
bedroom,logeerkamer,0,0.134589761
bedroom,kinderkamer,0,0.0777802657
bedroom,sleuren,0,0.0988236608
bedroom,kamer,0.019795955,0
bedroom,slaap,0,0.05265646
bedroom,afkorting,0.0526488164,0
bedroom,landingsbaan,0,0.0278186771
welfare,bijstand,0.0452225846,0.1491031145
welfare,onderwijs,0.0100123804,0
welfare,steun,0.0238628399,0
welfare,assistentie,0,0.0830691367
welfare,buurthuis,0,0.0250013354
welfare,waarschuwen,0.0101792534,0
welfare,teren,0,0.0240162604
welfare,begluren,0.0113473644,0.0502499944
welfare,uitkering,0.0335414742,0.04099937
welfare,gehoor,0.054233727,0
welfare,welvaart,0,0.0185060654
welfare,vroeg,0.0103461264,0
welfare,welzijn,0.4634063377,0.4210008875
welfare,maffen,0.0113473644,0.1149787864
welfare,trekken,0.0383807914,0
hustle,sjoemelen,0,0.1269657209
hustle,gehannes,0,0.3333333333
hustle,gedoe,0.037969167,0
hustle,struikelen,0,0.0249853501
hustle,kwakzalver,0.0257714939,0.0404917009
hustle,tippelen,0,0.0170029492
hustle,snel,0.0134487165,0
hustle,bedonderen,0.0105087645,0.0202044297
hustle,bedriegen,0.1278566348,0
hustle,voordringen,0,0.1145286194
hustle,op,0.016951638,0
hustle,ritselen,0,0.0823882398
hustle,dat,0.0208298725,0
hustle,neerhalen,0,0.012006441
hustle,geraas,0,0.0800258403
hustle,adverteren,0,0.0225054418
hustle,opschieten,0.0217056029,0
hustle,bezigheid,0,0.0179756903
hustle,over,0.0105087645,0
hustle,drukte,0,0.0139145155
sweep,kammen,0,0.0156671512
sweep,uitkammen,0,0.088726859
sweep,zwaai,0,0.0533491123
sweep,vegen,0.1127456328,0.4746667372
sweep,zeewind,0,0.4317826703
sweep,behalen,0,0.0104063934
sweep,zien,0.0434371806,0
sweep,wegvegen,0,0.1212498124
sweep,doorzoeken,0.0338810009,0.0143258997
sweep,peilen,0,0.0100097642
sweep,blad,0.0433068691,0
sweep,harddisk,0,0.0299984465
sweep,ingrijpend,0,0.0181977968
sweep,doofpot,0,0.0181684136
sweep,concept,0,0.0186722882
sweep,schoorsteenveger,0.0314919559,0.3913999727
sweep,david,0.0434371806,0
sweep,versieren,0,0.0910811092
car,parking,0,0.0128330022
car,e,0.0206216097,0
car,liggen,0,0.0217430089
car,uitlaten,0,0.0101364612
car,coureur,0,0.027336086
car,hectisch,0,0.0256656245
car,agent,0,0.017835612
car,smart,0,0.0569672845
car,metro,0.0206216097,0
car,prak,0,0.0332523123
car,stoeprand,0,0.0287495212
car,terugnemen,0,0.1999975458
car,deze,0.0206261259,0
car,schommelen,0,0.0111591535
car,autorijden,0,0.0276868347
car,afstellen,0,0.0670207529
car,wagon,0,0.3785645599
car,rijden,0,0.0136644155
car,spuw,0,0.2598698421
car,verbieden,0,0.099434007
car,zeggen,0.0206216097,0
car,opzichtig,0.0103108049,0.0172819249
car,wagen,0.0123022049,0.4090307736
car,rusten,0.0122492362,0
car,ligbad,0,0.3333333068
car,parkeergarage,0,0.0114519567
car,tweedehands,0,0.0250023781
car,aanrijding,0.0103139503,0
car,bijbetalen,0,0.5002501251
car,meerijden,0,0.0320145576
car,kaduuk,0,0.0407584905
car,uitwissen,0,0.0225917397
car,instappen,0,0.1822836502
car,garage,0,0.0975299653
car,maling,0,0.1113147585
car,navel,0,0.0333393295
car,auto,0.3830920879,0.6260335876
car,tanken,0,0.032198292
car,luilak,0,0.0206460206
car,ruitenwisser,0,0.2499916322
car,autopech,0,0.149441351
car,cheerleader,0,0.0128338578
car,car,0.0331762726,0.7725254265
car,carpool,0,0.02775
car,kar,0,0.0299628187
car,bumper,0,0.0416191011
car,beslag,0,0.0317062882
car,autos,0.1450035113,0.6972737059
car,botsing,0,0.0112751057
car,automobilist,0,0.0416644084
car,slee,0,0.0568526328
car,tram,0,0.1249037657
car,film,0,0.0185150886
car,rijtuig,0,0.0132064106
car,limousine,0,0.0521778855
car,auto-ongeluk,0,0.0856705086
car,omdat,0,0.0344837097
car,repareren,0,0.0830755195
car,leiding,0,0.1085485499
car,uitstap,0,0.0416651436
car,autodiefstal,0,0.0615166595
deeper,bezuinigen,0,0.1999322883
deeper,gaat,0.0162739234,0
deeper,negatief,0.0224079407,0
deeper,graven,0.0564579959,0.0141916556
deeper,kijken,0.0873784505,0.0371549607
deeper,gigantisch,0,0.0157203575
deeper,diepgang,0,0.0669776733
deeper,diepgaand,0,0.1007337983
deeper,pak,0.0165242915,0
deeper,meer,0.0118924825,0
deeper,schommelen,0,0.1617244487
deeper,raad,0.0211561005,0
deeper,verder,0.063755098,0
lobby,ontvangsthal,0,0.5
lobby,durven,0.0332889348,0
lobby,inspraak,0,0.0175085634
lobby,lobbyen,0,0.3842498492
lobby,wetsvoorstel,0,0.0139993046
lobby,foyer,0.0140471283,0.3048261691
lobby,hal,0.0930485888,0.0398982411
lobby,druipen,0,0.0117499445
lobby,lobby,0.3141841656,0.8938623168
lobby,receptie,0.0721928706,0
lobby,binnenkomst,0,0.0245974394
speed,supersnel,0,0.0165965703
speed,flash,0.0285912341,0.0769395194
speed,tempo,0,0.017898848
speed,doorlezen,0,0.0161954605
speed,halve,0,0.041667728
speed,bekeuring,0,0.3285864413
speed,sorteren,0,0.074536585
speed,werkvloer,0,0.0147609408
speed,hard,0.0429680445,0
speed,vertragen,0,0.0175069255
speed,visgraat,0,0.4999989826
speed,hoogte,0.0114110474,0.0141995512
speed,gas,0.029677701,0
speed,reizen,0.0286770078,0.0841075421
speed,zekerheid,0,0.0416314301
speed,opjutten,0,0.0300100033
speed,ik,0.0296205185,0
speed,onderzoeken,0.0285912341,0
speed,minderen,0,0.0304270527
